system:index,LST,NDBI,NDVI,NDWI,zone_id,.geo,city,city_normalized,has_water_access,distance_to_pipeline,income,ndvi_n,lst_n,ndbi_n,ndwi_n,income_n,water_score,water_feasible,priority_score,cost,efficiency,selected
0,32.81772417719844,-0.0357127184108993,0.359184265449971,-0.437456465926942,Z1,"{""type"":""Polygon"",""coordinates"":[[[75.74000073040688,22.59999947203729],[75.78000107475978,22.599999461359594],[75.78000107475978,22.799999004473595],[75.74000073040688,22.79999900433854],[75.70000036894523,22.79999903181466],[75.70000036894523,22.59999940950928],[75.74000073040688,22.59999947203729]]]}",indore_features,indore,1.0,120.0,0.8327541825226209,0.860052667523083,0.0,0.4131732521213208,0.09330810729728,0.7601546199305677,0.7024793388429752,True,7.433075200231763,108.92212764849245,0.06824210434283269,True
2,33.62239149457173,-0.0309147104322554,0.3109937489027386,-0.3810773084379419,Z3,"{""type"":""Polygon"",""coordinates"":[[[75.89999999928615,22.599999422910066],[75.93999809268459,22.599999448644745],[75.93999809268459,22.799999063698277],[75.89999999928615,22.799999069259567],[75.86000188481238,22.79999904569321],[75.86000188481238,22.59999944486859],[75.89999999928615,22.599999422910066]]]}",indore_features,indore,1.0,300.0,0.8149384219734003,0.15871550896501824,0.2820039880167246,0.5297634277141364,0.9571947878252955,0.36402519738842287,0.7009966777408637,True,7.438530310576073,117.08343993998955,0.06353187363122104,True
9,35.07633641410928,-0.0527159397386018,0.3554665788654517,-0.4390293867724313,Z10,"{""type"":""Polygon"",""coordinates"":[[[76.05999917897469,22.79999903053909],[76.09999960268559,22.799999019405806],[76.09999960268559,22.99999862895455],[76.05999917897469,22.999998658140242],[76.01999881427406,22.99999861841339],[76.01999881427406,22.799999049244505],[76.05999917897469,22.79999903053909]]]}",indore_features,indore,0.0,1000.0,0.8435411314766568,0.8059475876773273,0.7915540303928535,0.0,0.06920655224640491,1.0,0.0002997002997002997,False,7.489624692560477,80.0,0.09362030865700596,False
4,35.29113447011929,-0.0400233413033535,0.3688003739923099,-0.4408114122506983,Z5,"{""type"":""Polygon"",""coordinates"":[[[76.05999917897469,22.599999431832202],[76.09999960268559,22.599999401518794],[76.09999960268559,22.799999019405806],[76.05999917897469,22.79999903053909],[76.01999881427406,22.799999049244505],[76.01999881427406,22.59999945735246],[76.05999917897469,22.599999431832202]]]}",indore_features,indore,0.0,400.0,0.8386564511100404,1.0,0.8668322318373922,0.3084263900521806,0.041900928260505704,0.8913902323964864,0.0007481296758104738,False,7.496154096102356,101.58984730365265,0.07378841779037533,False
8,34.29613013917867,-0.0361290013902744,0.359334942196694,-0.4331902447476399,Z9,"{""type"":""Polygon"",""coordinates"":[[[75.97999848846472,22.799999066099595],[76.01999881427406,22.799999049244505],[76.01999881427406,22.99999861841339],[75.97999848846472,22.99999867821334],[75.93999809268459,22.99999864211597],[75.93999809268459,22.799999063698277],[75.97999848846472,22.799999066099595]]]}",indore_features,indore,0.0,1000.0,0.8330907836322002,0.8622455305380268,0.5181226678213877,0.4030576987755006,0.15867857072970476,0.7676388697775685,0.0002997002997002997,False,7.4378883695922955,108.21403891428504,0.06873311858809514,False
3,35.671114028286524,-0.0279915089627717,0.3539015153718441,-0.4360601490145238,Z4,"{""type"":""Polygon"",""coordinates"":[[[75.97999848846472,22.599999468719574],[76.01999881427406,22.59999945735246],[76.01999881427406,22.799999049244505],[75.97999848846472,22.799999066099595],[75.93999809268459,22.799999063698277],[75.93999809268459,22.599999448644745],[75.97999848846472,22.599999468719574]]]}",indore_features,indore,1.0,700.0,0.8257645108854935,0.7831705505709937,1.0,0.6007963593260196,0.11470359520731908,0.6047408456083929,0.7004279600570613,False,7.524122752850038,122.05574515282137,0.06164497003749696,False
6,32.87550550820521,-0.0251038722533934,0.3585756948259533,-0.4430515437323203,Z7,"{""type"":""Polygon"",""coordinates"":[[[75.82000151171877,22.799999050004832],[75.86000188481238,22.79999904569321],[75.86000188481238,22.999998685380476],[75.82000151171877,22.999998603860046],[75.78000107475978,22.999998662414054],[75.78000107475978,22.799999004473595],[75.82000151171877,22.799999050004832]]]}",indore_features,indore,0.0,1000.0,0.8251454190251614,0.8511958794491855,0.02025006536864624,0.6709650777802628,0.00757583658132786,0.5909754775537214,0.0002997002997002997,False,7.433075200231763,126.9675554446184,0.05854310712845042,False
7,34.33105087054827,-0.023990027966671,0.3564113319088847,-0.4435459596011569,Z8,"{""type"":""Polygon"",""coordinates"":[[[75.89999999928615,22.799999069259567],[75.93999809268459,22.799999063698277],[75.93999809268459,22.99999864211597],[75.89999999928615,22.999998627730005],[75.86000188481238,22.999998685380476],[75.86000188481238,22.79999904569321],[75.89999999928615,22.799999069259567]]]}",indore_features,indore,0.0,1000.0,0.823716419149335,0.8196969820082839,0.530360999487241,0.6980311646959256,0.0,0.5592019872185783,0.0002997002997002997,False,7.4378883695922955,128.86218152871479,0.05771971482521337,False
1,33.566104746895746,-0.0122001792111309,0.3000880350563392,-0.3782837455170821,Z2,"{""type"":""Polygon"",""coordinates"":[[[75.82000151171877,22.599999484039053],[75.86000188481238,22.59999944486859],[75.86000188481238,22.79999904569321],[75.82000151171877,22.799999050004832],[75.78000107475978,22.799999004473595],[75.78000107475978,22.599999461359594],[75.82000151171877,22.599999484039053]]]}",indore_features,indore,0.0,900.0,0.7985665359646933,0.0,0.26227771484219864,0.9845210043834514,1.0,0.0,0.0003329633740288568,False,7.439930810820162,148.91647030684157,0.04996042946418368,False
5,33.83030172007443,-0.0115631757578642,0.3336923306092194,-0.4179236399975836,Z6,"{""type"":""Polygon"",""coordinates"":[[[75.74000073040688,22.79999900433854],[75.78000107475978,22.799999004473595],[75.78000107475978,22.999998662414054],[75.74000073040688,22.99999860073009],[75.70000036894523,22.99999866757256],[75.70000036894523,22.79999903181466],[75.74000073040688,22.79999900433854]]]}",indore_features,indore,0.0,1000.0,0.8082019222132708,0.4890576579585538,0.3548682779851699,1.0,0.3926057361548455,0.21424064272049878,0.0002997002997002997,False,7.434127267560092,150.0,0.04956084845040061,False
