system:index,LST,NDBI,NDVI,NDWI,zone_id,.geo,city,city_normalized,has_water_access,distance_to_pipeline,income,ndvi_n,lst_n,ndbi_n,ndwi_n,income_n,water_score,water_feasible,priority_score,cost,efficiency,selected
0,34.597796084024594,-0.0189090997135896,0.389384040067348,-0.4603693108740736,Z1,"{""type"":""Polygon"",""coordinates"":[[[78.89499980319687,20.999998146439335],[78.94000107382202,20.999998179744427],[78.94000107382202,21.149997884412073],[78.89499980319687,21.149997882613686],[78.8499985651889,21.149997847210482],[78.8499985651889,20.999998151078863],[78.89499980319687,20.999998146439335]]]}",nagpur_features,nagpur,1.0,120.0,0.8300515818197172,0.3889454083091167,0.7330242215208359,0.6952658635557125,0.39325528889429084,0.3380544365677995,0.7024793388429752,True,7.4429637343374555,128.66861044889987,0.05784599451544861,True
2,34.58095569619047,0.0210788518787486,0.3114115065174459,-0.3798987395596802,Z3,"{""type"":""Polygon"",""coordinates"":[[[79.0750003605514,20.999998191851425],[79.12000160989884,20.99999817814699],[79.12000160989884,21.149997847685285],[79.0750003605514,21.149997909640067],[79.02999904725039,21.14999787361377],[79.02999904725039,20.999998179043775],[79.0750003605514,20.999998191851425]]]}",nagpur_features,nagpur,1.0,300.0,0.7786682556401097,0.0,0.7281505861798334,1.0,1.0,0.0,0.7009966777408637,True,7.438229013564521,150.0,0.04958819342376347,True
9,32.064899935976484,-0.1101435705873637,0.5118831713942117,-0.5125254767054344,Z10,"{""type"":""Polygon"",""coordinates"":[[[79.25500085419186,21.14999787709769],[79.30000211559067,21.149997879031144],[79.30000211559067,21.30000203487277],[79.25500085419186,21.300002029877973],[79.20999960002473,21.300002071033134],[79.20999960002473,21.149997902727343],[79.25500085419186,21.14999787709769]]]}",nagpur_features,nagpur,0.0,1000.0,0.9306654508294181,1.0,0.0,0.0,0.0,1.0,0.0002997002997002997,False,7.433075200231763,80.0,0.09291344000289704,False
4,34.188386382647536,-0.0828154044716142,0.4662835771796286,-0.4906925704714853,Z5,"{""type"":""Polygon"",""coordinates"":[[[79.25500085419186,20.999998153858016],[79.30000211559067,20.99999822014833],[79.30000211559067,21.149997879031144],[79.25500085419186,21.14999787709769],[79.20999960002473,21.149997902727343],[79.20999960002473,20.99999818644176],[79.25500085419186,20.999998153858016]]]}",nagpur_features,nagpur,0.0,400.0,0.8978558562840185,0.7725384570302534,0.6145403950653916,0.208258357086853,0.1646191914527395,0.7841434211694757,0.0007481296758104738,False,7.4378883695922955,94.57808499607971,0.07864283115798547,False
5,34.168765349040655,-0.054948691228229,0.4467207763739779,-0.4911425081715486,Z6,"{""type"":""Polygon"",""coordinates"":[[[78.89499980319687,21.149997882613686],[78.94000107382202,21.149997884412073],[78.94000107382202,21.300001998524497],[78.89499980319687,21.30000205141077],[78.8499985651889,21.300001999227792],[78.8499985651889,21.149997847210482],[78.89499980319687,21.149997882613686]]]}",nagpur_features,nagpur,0.0,1000.0,0.8724803167719537,0.6749545874211673,0.6088620363627649,0.42062079271085373,0.1612266801858083,0.6171960016433437,0.0002997002997002997,False,7.433075200231763,109.44345548975976,0.06791703685678355,False
6,34.50289316965177,-0.019524055288872,0.4080990261251316,-0.4703775230920176,Z7,"{""type"":""Polygon"",""coordinates"":[[[78.98500002390028,21.149997885893825],[79.02999904725039,21.14999787361377],[79.02999904725039,21.300002021327273],[78.98500002390028,21.300002052491607],[78.94000107382202,21.300001998524497],[78.94000107382202,21.149997884412073],[78.98500002390028,21.149997885893825]]]}",nagpur_features,nagpur,0.0,1000.0,0.8360965465397499,0.4823001777688711,0.7055591653708605,0.6905795030715414,0.3177937912104179,0.37782467517321483,0.0002997002997002997,False,7.4378883695922955,128.3405652150079,0.057954305851245565,False
8,33.50822241167339,-0.0153885578545222,0.3952466855165589,-0.4283557413734871,Z9,"{""type"":""Polygon"",""coordinates"":[[[79.16500061774585,21.149997914482338],[79.20999960002473,21.149997902727343],[79.20999960002473,21.300002071033134],[79.16500061774585,21.30000202789523],[79.12000160989884,21.30000201448505],[79.12000160989884,21.149997847685285],[79.16500061774585,21.149997914482338]]]}",nagpur_features,nagpur,0.0,1000.0,0.8293459961531332,0.41818966810420943,0.4176998472545161,0.722094676748645,0.6346362516590179,0.33341233994420605,0.0002997002997002997,False,7.433075200231763,130.54662737240517,0.05693808679582143,False
7,33.08550001464971,-0.0145100766596665,0.363669203577573,-0.4059832289687771,Z8,"{""type"":""Polygon"",""coordinates"":[[[79.0750003605514,21.149997909640067],[79.12000160989884,21.149997847685285],[79.12000160989884,21.30000201448505],[79.0750003605514,21.300002057700553],[79.02999904725039,21.300002021327273],[79.02999904725039,21.14999787361377],[79.0750003605514,21.149997909640067]]]}",nagpur_features,nagpur,0.0,1000.0,0.8192578147350383,0.2606737320820426,0.2953633052543675,0.7287892734368183,0.8033240508629073,0.26704150063016274,0.0002997002997002997,False,7.438340081836621,131.01524914057728,0.05677461311282476,False
3,35.52030573797441,-0.0103817207765561,0.3589657934536233,-0.4105595621879049,Z4,"{""type"":""Polygon"",""coordinates"":[[[79.16500061774585,20.999998185882564],[79.20999960002473,20.99999818644176],[79.20999960002473,21.149997902727343],[79.16500061774585,21.149997914482338],[79.12000160989884,21.149997847685285],[79.12000160989884,20.99999817814699],[79.16500061774585,20.999998185882564]]]}",nagpur_features,nagpur,1.0,700.0,0.8149569425796762,0.23721201180929982,1.0,0.7602500238598379,0.7688186915544104,0.23874576694898852,0.7004279600570613,False,7.520562146966961,133.21750167018865,0.056453259163993984,False
1,35.265010616262316,0.0124557737579982,0.3360946794582887,-0.4190325927015386,Z2,"{""type"":""Polygon"",""coordinates"":[[[78.98500002390028,20.99999819540813],[79.02999904725039,20.999998179043775],[79.02999904725039,21.14999787361377],[78.98500002390028,21.149997885893825],[78.94000107382202,21.149997884412073],[78.94000107382202,20.999998179744427],[78.98500002390028,20.99999819540813]]]}",nagpur_features,nagpur,0.0,900.0,0.7921093622068878,0.12312549484744412,0.9261171809214181,0.9342865498236227,0.7049323991221237,0.08842996444794633,0.0003329633740288568,False,7.498109976276193,145.4000584876536,0.051568823659812225,False
