system:index,LST,NDBI,NDVI,NDWI,zone_id,.geo,city,city_normalized,rainfall,soil_moisture,news_drought_score,has_water_access,distance_to_pipeline,income,ndvi_n,lst_n,ndbi_n,ndwi_n,income_n,drought_index,water_score,priority_score,water_feasible,water_ok,trees,risk_level,cost,efficiency,selected
2,26.103861445957477,-0.0200261234028703,0.2103,-0.3224871118823295,Z3,"{""type"":""Polygon"",""coordinates"":[[[88.37999820761097,22.449999772274126],[88.37999820761097,22.575001758153544],[88.32000105210311,22.575001680691184],[88.32000105210311,22.449999783717576],[88.37999820761097,22.449999772274126]]]}",kolkata_features,kolkata,0,0.10515,0.5,1.0,300.0,0.7771082863820091,0.17226728466589417,1.0,1.0,0.6715360432188376,0.0,0.69,0.7009966777408637,5.817685320655713,True,True,76,High,150.0,0.038784568804371415,True
0,24.190597173701804,-0.1794740867713162,0.3341,-0.4132847777481375,Z1,"{""type"":""Polygon"",""coordinates"":[[[88.25999933223706,22.44999972401687],[88.25999933223706,22.57500170540009],[88.20000214553644,22.57500174381237],[88.20000214553644,22.449999777034165],[88.25999933223706,22.44999972401687]]]}",kolkata_features,kolkata,0,0.16705,0.5,1.0,120.0,0.9258618607399214,0.6504441869447664,0.0772326944003028,0.23496558750724497,0.3123423803013389,0.7958842236689824,0.64,0.7024793388429752,0.6670694049486737,True,True,0,High,96.44759112550715,0.006916392593783053,False
8,25.228319099343196,-0.0290153230114455,0.2714,-0.3462358765131256,Z9,"{""type"":""Polygon"",""coordinates"":[[[88.4399998642475,22.575001760461625],[88.4399998642475,22.699999234974616],[88.37999820761097,22.699999245337448],[88.37999820761097,22.575001758153544],[88.4399998642475,22.575001760461625]]]}",kolkata_features,kolkata,0,0.1357,0.5,0.0,1000.0,0.8017307261080118,0.40826573966782537,0.5777259504400905,0.956869646397206,0.577586428147141,0.13173875929202888,0.66,0.0002997002997002997,7.9993659441872325,False,False,107,High,146.98087524780442,0.0544245360540995,False
3,24.616859868956965,-0.1350492047274012,0.2957,-0.34490568738669,Z4,"{""type"":""Polygon"",""coordinates"":[[[88.4399998642475,22.449999784677345],[88.4399998642475,22.575001760461625],[88.37999820761097,22.575001758153544],[88.37999820761097,22.449999772274126],[88.4399998642475,22.449999784677345]]]}",kolkata_features,kolkata,0,0.14785,0.5,1.0,700.0,0.8832444433091807,0.5021243723445347,0.2828191805340422,0.4481170308780937,0.5828486284486728,0.5678659704401123,0.65,0.7004279600570613,5.567348004369077,False,False,75,High,111.36819216146655,0.049990467622005465,False
4,24.03046302726051,-0.228445458225872,0.347,-0.3468879838815704,Z5,"{""type"":""Polygon"",""coordinates"":[[[88.50000159499916,22.449999777707202],[88.50000159499916,22.575001735114373],[88.4399998642475,22.575001760461625],[88.4399998642475,22.449999784677345],[88.50000159499916,22.449999777707202]]]}",kolkata_features,kolkata,0,0.1735,0.5,0.0,400.0,0.9640118207581103,0.7002703746620316,0.0,0.0,0.5750067050666672,1.0,0.63,0.0007481296758104738,3.619628441325041,False,False,49,High,80.0,0.045245355516563016,False
1,25.283172249711356,-0.0789171210392961,0.2686,-0.3776021691381901,Z2,"{""type"":""Polygon"",""coordinates"":[[[88.32000105210311,22.449999783717576],[88.32000105210311,22.575001680691184],[88.25999933223706,22.57500170540009],[88.25999933223706,22.44999972401687],[88.32000105210311,22.449999783717576]]]}",kolkata_features,kolkata,0,0.1343,0.5,0.0,900.0,0.8358219847275071,0.39745075318655854,0.6041816233457507,0.7174398541937653,0.45350203200429096,0.3141390479398315,0.66,0.0003329633740288568,5.277698329857435,False,False,71,High,130.22078979356357,0.040528845956348945,False
7,25.945784447592928,-0.0719196993355942,0.1657,-0.239457360314504,Z8,"{""type"":""Polygon"",""coordinates"":[[[88.37999820761097,22.575001758153544],[88.37999820761097,22.699999245337448],[88.32000105210311,22.699999263463233],[88.32000105210311,22.575001680691184],[88.37999820761097,22.575001758153544]]]}",kolkata_features,kolkata,0,0.08285,0.5,0.0,1000.0,0.8000537895349159,0.0,0.9237594680602229,0.7510136188814053,1.0,0.12276655564326637,0.7,0.0002997002997002997,3.8176853206557126,False,False,49,High,132.57095332169837,0.028797298540892805,False
5,25.39721657461797,-0.1025303499848972,0.4246,-0.4922392861656369,Z6,"{""type"":""Polygon"",""coordinates"":[[[88.25999933223706,22.57500170540009],[88.25999933223706,22.69999928443452],[88.20000214553644,22.699999220216544],[88.20000214553644,22.57500174381237],[88.25999933223706,22.57500170540009]]]}",kolkata_features,kolkata,0,0.2123,0.5,0.0,1000.0,0.8991512449894281,1.0,0.6591851980944411,0.6041431249548277,0.0,0.6529729842445626,0.61,0.0002997002997002997,0.0,False,False,0,High,122.29001874683794,0.0,False
6,25.243313218962157,-0.1004994471241652,0.374,-0.4452856747006825,Z7,"{""type"":""Polygon"",""coordinates"":[[[88.32000105210311,22.575001680691184],[88.32000105210311,22.699999263463233],[88.25999933223706,22.69999928443452],[88.25999933223706,22.57500170540009],[88.32000105210311,22.575001680691184]]]}",kolkata_features,kolkata,0,0.187,0.5,0.0,1000.0,0.8825496129869155,0.8045577443028196,0.5849576139176698,0.613887436164998,0.18574750274118138,0.5641483825165632,0.63,0.0002997002997002997,0.0,False,False,0,High,122.97212053154985,0.0,False
9,25.11516997371001,-0.0782672843820573,0.3952,-0.4346835315003889,Z10,"{""type"":""Polygon"",""coordinates"":[[[88.50000159499916,22.575001735114373],[88.50000159499916,22.69999927967918],[88.4399998642475,22.699999234974616],[88.4399998642475,22.575001760461625],[88.50000159499916,22.575001735114373]]]}",kolkata_features,kolkata,0,0.1976,0.5,0.0,1000.0,0.8733470990674401,0.8864426419466975,0.5231541302762194,0.7205577830451873,0.22768935900560958,0.5149116789400681,0.62,0.0002997002997002997,0.0,False,False,0,High,130.4390448131631,0.0,False
